nin_pmjay,type,address,latitude,longitude,contact,mobile,categoryno,name,pincode,district,state,categoryname,block,city
HOSP34P06442,Paid,"#30/11, Ambal Nagar main Road. Kundupalayam Post, Pondicherry","11.936930000319308","79.8027499998127",Ajitha,"8220100858","2",The Posh Pondy Ortho Speciality Hospital,"605009",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP34P09113,Paid,"MA SHANMUGAMSENGANAIAMMALSQUARE, SOUTH BANK RIVER ROAD, CHUNNAMBAR, THAVALAKUPPAM","11.877959999554378","79.80490999959687",DR. RAJAKUMAR SELVANATHAN,"9345456141","2",Puducherry Cancer Trust Hospital And Research Centre,"605007",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP9P03134,Paid,Nh24Banthrashahjahanpur,"27.928940000081013","79.80853000015946",Dr Mohd Shahid,"9927167788","2",Rohilkhand Hospital,"242307",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P05019,Paid,Near Chhatri Chauraha,"28.62076000007397","79.8101500002224",Chandani Shukla,"9760731118","2",Kaushalya Devi Eye Institute,"262001",PILHIBHIT,UTTAR PRADESH,Private PMJAY,,
,Paid,0346/1/2,"11.93087599992748","79.81015799969197",BIJJAM APARNA,"8333814039","2",MADHAVA HOSPITAL,"522006",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP9P06675,Paid,Opp Sitapur Eye Hospital Station Road Pilibhit,"28.617860000338794","79.81401999972326",Deepak Gangwar,"9410466866","2",Anuj Nursing Home,"262001",PILHIBHIT,UTTAR PRADESH,Private PMJAY,,
HOSP9P09617,Paid,"Bharat Rashmi Nursing Home ,Ashok Colony,Tanakpur Road","28.623369999925615","79.81522999976471",Dr Bharat Sethi,"9897894996","2",Bharat Rashmi Nursing Home,"262001",PILHIBHIT,UTTAR PRADESH,Private PMJAY,,
HOSP9P01734,Paid,Sugar Factory Road,"28.62396999971577","79.81692000035781",Dr Yogendra Nath Mishra,"8273746952","2",Pt Maikoo Lal Virendra Nath Hospital,"262001",PILHIBHIT,UTTAR PRADESH,Private PMJAY,,
HOSP9P01475,Paid,"Tarun Children Nursing Home, Tanakpur Bypass Road, Ashok Colony","28.683560000293824","79.81707000008049",Tarun Sethi,"9897138333","2",Tarun Children Nursing Home,"262001",PILHIBHIT,UTTAR PRADESH,Private PMJAY,,
HOSP34P22050,Paid,"NO.206, ANNA SALAI, NEAR OLD BUS STAND,   OPP TO BOTANICAL GARDEN AQUARIUM,   NEXT TO SBI RASMECE,","11.928419999983078","79.82448999961383",D.KALAI SELVI,"9629499145 ,   8754038974","2",Kidney Centre Hospital,"605001",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
,Paid,"Melmaruvathur Adhiparsakthi Inst, Kancheepuram TN.","12.433659999609347","79.82833999999104",MR.MURALI,"9842323330","2","Melmaruvathur Adhiparsakthi Inst, Kancheepuram TN.","603319",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,13-264,"14.041879999562354","79.83117999965731",SHAIK UMME SALMA,"9059688325","2",C R Reddy Hospital,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP34P37076,Paid,"84 Capitaine Marius Xavier Street,","11.936010000161446","79.83219000036826",Louis David Amalaraja,"9345451217","2",St Marys Eye Care,"605001",PUDUCHERRY,PUDUCHERRY,Private PMJAY,,
HOSP9P67766,Paid,Kalpi Road Pokhrayan Hansemau Kanpur Dehat,"26.226670000420256","79.83808000039176",Jayneet Katiyar,"8770463677","2",Vpn Hospital,"209111",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
,Paid,"COHAJ HOSPITAL - SAT UNIT, Nagapattinam TN.","10.622775000366005","79.84390800025409",Dr.Sr.Fransiscal,"9443155747","2","COHAJ HOSPITAL - SAT UNIT, Nagapattinam TN.","611110",NAGAPATTINAM,TAMIL NADU,Private PMJAY,,
,Paid,6-165-1,"14.145820000292815","79.85165999980921",DR KATTEM REDDY THANUJA,"9550491351","2",Anvesh Mother and Child Hospital,"524101",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP27P121779,Paid,"Christanand Chowk, Dhanoli Rith, Brahmapuri, Maharashtra 441206 Chandrapur","20.6079299999696","79.85545999967928",NITIN CHAUHAN,"9881804284","2","Christanand Covid Hospital,CHANDRAPUR","441206",CHANDRAPUR,MAHARASHTRA,Private PMJAY,,
HOSP23P118862,Paid,Gram Jotpur Chargawan Road,"23.10594999989263","79.86784999997758",neelesh sahu,"9096864865","2",Dada Virendra Puri Ji Eye Institute,"482003",JABALPUR,MADHYA PRADESH,Private PMJAY,,
,Paid,"Bon Secours Hospital,kancheepuram TN.","12.932924999788952","79.87177789963044",Jaya Rakkini,"9008576860","2","Bon Secours Hospital,kancheepuram TN.","602106",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,14/20,"14.094399999660311","79.88484000016592",DR MYDHILI,"9966277111","2",MYDHILI HOSPITAL,"524101",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,7-234,"16.479899999785232","79.89190000018493",BIJJAM APARNA,"8333814039","2",PALNADUHOSPITALS,"522601",GUNTUR,ANDHRA PRADESH,Private PMJAY,,
,Paid,16-567MAINROAD,"16.478950000042516","79.89278999985868",VISWAJYOTHIYAKKALA,"7207536506","2",VUNNAMHOSPITALS,"522413",GUNTUR,ANDHRA PRADESH,Private PMJAY,,
,Paid,"16-687, MAIN ROAD, PIDUGURALLAGUNTUR","16.47879099990479","79.89364299962477",DR SUSHMA REDDY L,"8179668666","2",DR ANJI REDDY MULTI SPECIALITY HOSPITAL PVT LTD,"522001",GUNTUR,ANDHRA PRADESH,Private PMJAY,,
,Paid,"1-151,SRI RAM NAGAR,NAIDUPET","13.90237469963273","79.90400569960343",G DEEPTHI,"9392116350","2",TRINITY HOSPITAL,"524126",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP9P04640,Paid,Hundal Khel Shahjahanpur,"27.87022999961482","79.90688999987367",Suneeti,"9208848872","2",Sheela Hospital And Trauma Centra Shahjahanpura,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P04957,Paid,Jagmohan Lal Eye And Ent Clinicsinzai,"27.868820000242863","79.90690999989664",Manmohan Lal Gupta,"9453012562","2",Jagmohan Lal Eye And Ent Clinic,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P25563,Paid,Gt Road Makarand Nagar Kannauj,"27.041219999803218","79.90737999998709",Dr Anjana Yadav,"9838391661","2",Jeevan Jyoti Hospital,"209727",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P34836,Paid,New Friends Colony Hundal Khel Shahjahnpur,"27.869930000169404","79.90811000037627",Ahammul Khan,"8707748437","2",Guru Nanak Hospital Shahjahanpur,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP23P51740,Paid,Saishiva Netralaya,"23.185390000348264","79.9101900000685",bharti sharma,"9981216981","2",Saishiva Netralaya,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP9P39170,Paid,Kanpatiyapur Makarandnagar Kannauj,"27.0482599997992","79.91113999981121",Ram Sanehi Kushwaha,"9839460668","2",Gautam Buddha Hospital Kanpatiyapur Makarandnagar Kannauj,"209725",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P102440,Paid,Khalil Sarki Shahjhanpur,"27.873699999555413","79.91117999985715",Rajneesh Shukla,"9452617928","2",Sitapur Eye Hospital,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P04862,Paid,"495, Tarin Bahadurganj, Machinery Market, Shahjahanpur (U.P.)","27.87888999967379","79.91146000017892",Dr Neeraj Agarwal,"9956478964","2",Nipun Hospital,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P05344,Paid,Malkhana More Near Devi Prasad Inter College,"27.8706100000515","79.91152000024789",Dr Rupesh Seth,"7080652636","2",Kunti Devi Eye Care,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
,Paid,"Ongole,Prakasam","15.219020999719419","79.91308599961923",SURESH B,"9985867220","2",Dr. Kota Reddy Multi Speciality Hospital,"523105",PRAKASAM,ANDHRA PRADESH,Private PMJAY,,
HOSP23P03939,Paid,"Beside Global Hospital ,Badi Ukhri Chowk Vi Jay Nagar","23.178370000375253","79.91308999980373",vikas jain,"7247243943","2",Chitrakoot Eye Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P108076,Paid,"Opp. Isbt , Beside Badkul Restaurent Near Deendayal Chowk , Iti Road , Jabalpur","23.193870000200377","79.91368000003206",nidhi patel,"7582815465","2",Er. H. N. Nema Memorial Super Speciality Heart & Critical Care Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP9P04670,Paid,"Old District Hospital,Babuzai,Shahjahanpur-242001","27.867490000063526","79.91441999998307",Pawan Kumar Agrawal,"9415035391","2",Kamla Hospital And Maternity Centre,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P85597,Paid,"Old District Hospital,Near Kamla Hospital,Near Veterinary Hospital","27.86802999978471","79.91448999961386",Dr Amit Sood,"7983630274","2",Sood Eye Clinic,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP9P119213,Paid,Near Shaheed Chandra Bhan School Tirwa Road Kannauj,"27.026190000068482","79.91454999968278",Amit Chaturvedi,"8787035327","2",Himalya Netra Chikitshalya,"209726",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P04680,Paid,Hc Memorial Hospital Moh Bijlipura,"27.87194999979272","79.9147200003278",Rahul Verma,"9453721555","2",H C Memorial Hospital,"242001",SHAHJAHANPUR,UTTAR PRADESH,Private PMJAY,,
HOSP23P01650,Paid,Laxmi Marayan Hospital,"23.156589999628807","79.91739999981019",sulabh gumasta,"9575133828","2",Laxminarayanhospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
,Paid,"Karpaga Vinyaga Institute Kancheepuram ,TN.","12.599799999870129","79.9178899999236",DR.SATHYANARAYANAN,"9842966224","2","Karpaga Vinyaga Institute Kancheepuram ,TN.","603308",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
HOSP9P47845,Paid,Tirwa Road Near Sarifapur Kannauj,"27.030769999935615","79.91950000042476",Sunil Diwakar,"7355727191","2",Supreet Gastro And Maternity Hospital Kannauj,"209727",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P25583,Paid,Tirwa Road Gursahaiganj Kannauj,"27.03072000032779","79.91953000000956",Sangeeta Kushwaha,"9838655044","2",Siddharth Surgical Center Tirwa Road Gursahaiganj Kannauj,"209722",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P33691,Paid,Kamla Sadan Tirwa Raod Saraimeera Kannauj,"27.03072000032779","79.91953000000956",Dr Nikhil Gupta,"9793468151","2",S.R. Dental Hospital Tirwa Road Saraimeera Kannauj,"209727",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP9P37344,Paid,Gt Road Saraimeera Kannauj,"27.03064000023585","79.92256000034382",Dr Varun Singh Katiyar,"9839507080","2",Dente Care Dental Hospital Gt Road Saraimeera Kannauj,"209725",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP23P07677,Paid,1742 Mandan Mahal Gate No 4 Wright Town Jabalpur,"23.163880000361758","79.92262000041273",vikas singh,"8815700750","2",Kothari Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
,Paid,"Government Genral Hospital,ACR medical college,Nellore","14.325040000295814","79.92322999976471",Sadhu Hima Varsha,"8185860166","2",NEPHROPLUS (DSR -NELLORE),"522001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP23P01391,Paid,2567 Near Telecom Factory Gate No. 2 Wright Town Jabalpur,"23.167800000369766","79.92342999999454",manindi yadav,"7024711411","2",Chhavi Eye Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01407,Paid,1352-Home Science College Road Napier Town,"23.16037000037528","79.92377000038528",Movin Pereira,"8349845828","2",Best Super Speciality Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01577,Paid,"1309, Napier Town ,Jabalpur","23.160299999845165","79.92427000006052",naushad babu qureshi,"9425803190","2",Ashish Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P114173,Paid,Wright Town,"23.16614000026084","79.92521999980323",Kamleshwar Mehato,"9407349816","2",Central India Kidney Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP9P62026,Paid,New Kachahari Road Saraimeera Kannauj,"27.028639999736242","79.9254899996638",Maya Kant Katiyar,"9452629909","2",Sakshi Eye Hospita Kannauj,"209727",KANNAUJ,UTTAR PRADESH,Private PMJAY,,
HOSP23P09506,Paid,"1051, Gol Bazar, Near Kesharwani College","23.171930000169425","79.92554999973277",amit patel,"9303102331","2",Janjyoti Super Speciality Eye Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P111620,Paid,"5,Aaga Chowk ,Baldeobagh","23.1765100000365","79.92562000026288",Virendra saini,"9424372269","2",Life Medicity Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P02341,Paid,"440/1, Wright Town Jabalpur","23.16735000030235","79.92583999961636",agesh tiwari,"9329123479","2",Mohanlal Hargovinddas Public Charitable Trust Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
,Paid,14/267,"14.155240000325819","79.92665999965931",APURVA MALLADI,"8686585936","2",AMARAVATHI HOSPITALS,"524003",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP23P03331,Paid,Opp Gate No-3 Wright Town Stadium,"23.16462999987465","79.92671000016645",sanjeev shrivastava,"917271266","2",Mahakoshal Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P116636,Paid,"230, Adisankrachjaya Chowk","23.15485999988914","79.92735999956437",khushi lal ahirwar,"9826316785","2",Suvidha Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P102768,Paid,816 Gole Bazar,"23.16949000006349","79.92778999960888",dr jyoti singh,"7999573083","2",Jamdar Hospital Pvt. Ltd.,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01404,Paid,"Kuchaini Parisar, Damoh Naka","23.187289999833695","79.92852999955988",devendra shrivastava,"7987514046","2",Metro Hospital And Cancer Research Centre Jabalpur,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
,Paid,"B.M Hospital, Nanganallur, Kancheepuram TN.","13.048078799996688","79.92880520019986",Dr.V.Thiyagarajan,"9841084048","2","B.M Hospital, Nanganallur, Kancheepuram TN.","600061",TIRUVALLUR,TAMIL NADU,Private PMJAY,,
HOSP23P02833,Paid,910 Gol Bazar Jabalpur,"23.168759999674307","79.92919000031833",kirti raj singhai,"7827007176","2",Bombay Hospital And Research Centre Jabalpur,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P45623,Paid,"1279, Bhawani Prasad Tiwari Ward, Wright Town","23.167259999749263","79.92930999955689",Kavita Dube,"9589015200","2",Saptrishi Hospital An Unit Of Rai Saheb Bhaiyalal Dubey Educational And Medical*,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P120251,Paid,Home Science College Road,"23.160859999589377","79.92942000013295",Elvin Thomas,"8269805947","2",Aditya Super Speciality Hospital & Trauma Centre,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P116472,Paid,703 Gol Bazar,"23.17096000040374","79.92942999969478",Raju Rajput,"9425861820","2",National Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01386,Paid,"1414, Uprainganj , Dixitpura, Jabalpur","23.179679999632356","79.9326000001899",dr ashish patel,"8770482116","2",Seth Mannulal Jagannath Dastrust Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P02206,Paid,"Opp-Bhawartal Garden,Napier Town","23.163869999900612","79.93389999988517",dr babita dahiya,"9691222290","2",Golchha Hospital And Urological Research Centre,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01512,Paid,"321, Napier Town, Parsi Anjuman Complex, Bhanwartal Extension","23.16362000006302","79.93549999992513",mr harish rai,"7441111222","2",Marble City Hospital And Research Centre Pvt Ltd,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01563,Paid,"Russel Crossing, Napier Town, Jabalpur","23.162369999975567","79.93677000003555",Brijesh Tiwari,"9981503902","2",Jabalpurhospitaland Researchcentre,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P117925,Paid,4Th Bridge Napier Town Jabalpur,"23.15450999993658","79.93687000015046",imtiyaz khan,"9074323583","2",Ajay Bhandari Associates Llp,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01576,Paid,"2Nd,3Rd Floor Dixit Pride, Near Taiyabali Petrolpum, Napier Town","23.16606999973078","79.93970000025485",jitendra jharia,"9575333399","2",Infinity Heart Institute A Unit Of Ihrc Jabalpur,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01995,Paid,"21/2, North Civil Lines, Nagrath Chowk","23.16368999969376","79.94440000025986",dr pradeep patel,"9329560651","2",Cityhospital2008,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P00457,Paid,"Near Ghamapur Chowk,High Court Road","23.17612999959988","79.94729000043321",arun choudhary,"8989535967","2",Dube Surgical And Dental Hospital,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP23P01297,Paid,499 Pandey Hospital Beoharbagh Near High Court,"23.174549999582837","79.94752999980972",abrar ahmed,"8770677897","2",Pandey Hospital Pvt Ltd,"482002",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP5P02731,Paid,"Sitarganj Road, Khatima","28.933929999769703","79.95296999976574",Gurvinder Singh,"9219828888","2",Anand Hospital And Research Centre,"262308",UDHAM SINGH NAGAR,UTTARAKHAND,Private PMJAY,,
HOSP9P51338,Paid,Sanjay Nagar Mati Road Akbarpur,"26.373209999741732","79.95298000022689",Suraj Singh,"9235315555","2",Rajawat Hospital,"209101",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
HOSP9P65591,Paid,Gandhi Nagar Akabarpur,"26.38256000014394","79.9531099999266",Raveena Bharti,"7398899060","2",Pushpey Hospital,"209101",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
HOSP23P58614,Paid,Dr S C Batalia Road Near Clock Tower Jabalpur,"23.15403000028431","79.95329000013345",Nveen Rurayia,"9926658630","2",Batalia Eye Hospital,"482001",JABALPUR,MADHYA PRADESH,Private PMJAY,,
HOSP9P01432,Paid,Near Over Bridge Akbarpur,"26.37774000000104","79.9535699995559",Amit Katiyar,"9839469643","2",Anantraj Hospital,"209101",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
HOSP9P90047,Paid,Mati Road Akbarpur Kanpur Dehat,"26.37228999958387","79.95433999999108",Indrajeet Sharma,"9935061618","2",Pawan Tanay Hospital,"209001",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
,Paid,Nellore,"14.426778000204592","79.9590060002268",DR SWATHI CH,"9502905094","2",Ircs Cancer Hospital Indian Red Cross Society Cancer Hospital,"524004",NELLORE,ANDHRA PRADESH,Private PMJAY,,
HOSP5P02909,Paid,Sitarganj Road Khatima,"28.923259999649304","79.96573999960134",Sanjay Sharma,"7500264808","2",Tapan Hospital And Researcha Centre,"262308",UDHAM SINGH NAGAR,UTTARAKHAND,Private PMJAY,,
HOSP9P01485,Paid,"Moosanagar Road ,Jawahar Nagar, Ghatampur","26.16719000041826","79.96823000021442",Pradeep Sachan,"9628057285","2",Udai Nursing Home,"209206",KANPUR DEHAT,UTTAR PRADESH,Private PMJAY,,
,Paid,"DARGAMITTA,NELLORE","14.434504000359368","79.96827000026036",DR AMASA HARIKRISHNA,"8985841265","2",Krishna Institute of Medical Sciences Bollineni Hospital Nellore,"524003",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,32/273,"15.80371000021637","79.97745000001754",NARENDRACHAKRAVARTHY B,"6300143811","2",ss medicare multispeciality hospital,"523001",PRAKASAM,ANDHRA PRADESH,Private PMJAY,,
,Paid,SRM Hospital Kancheepuram TN.,"12.822932499635215","79.97792369991885",Dr.S.Krishnan,"9840467904","2",SRM Hospital Kancheepuram TN.,"603203",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,"Sai fertility centre and hospital,Kancheepuram TN.","12.690034999915383","79.97793340000646",MR.VINOTH,"8015591886","2","Sai fertility centre and hospital,Kancheepuram TN.","603001",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,23/1045,"14.443859000092857","79.97897800033451",DR MD NIZAM,"9490477982","2",NIZAMS LITTLE STAR CHILDREN HOSPITAL,"524003",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,Annaii Medical College Hospital Kanchipuram. TN.,"12.969864999969843","79.97921400042583",HOSPITAL CLOSED,HOSPITAL CLOSED,"2",Annaii Medical College Hospital Kanchipuram. TN.,"602105",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,16/1/715/D,"14.442879999912122","79.9802899996838",C LAKUMA DEVI,"8985261921","2",Dr G Vijayakumar Memorial Nellore Hospital,"524003",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,16/2/0109,"14.449580000416745","79.98180999963182",MOVVA SWATHI MANI,"9701363507","2",DR HR SMART VISION EYE HOSPITAL,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,"Balaji Hospital, Kancheepuram TN.","12.688449999667796","79.98227000016044",Dr. Govindharaj,"9443711860","2","Balaji Hospital, Kancheepuram TN.","603001",KANCHIPURAM,TAMIL NADU,Private PMJAY,,
,Paid,164284/1KASTURIDEVINAGARPOGATHOTA,"14.45041000002152","79.98282999990465",E KUNTHALA SREE,"8985966872","2",MADURAI NETRALAYA,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,164284/1KASTURIDEVINAGARPOGATHOTA,"14.45041000002152","79.98282999990465",A VENUGOPALA REDDY,"9866194213","2",MADURAI NETRALAYA,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,"SANTHAPET ,NELLORE","14.45767499960158","79.983005999927",SUBBA RAOP,"8333814443","2",St.Josephs General Hospital,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,NELLORE,"14.449031000280513","79.98315599964974",DR.M A V V PRASAD,"9701378050","2",Vijaya Krishna Hospitals PLtd.Vijaya Hospital,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,"16/2884,SOMASHEKARAPURAM,NELLORE","14.445058999673165","79.98332300015642",DR EPURU SHAILAJA,"9704669053","2",Jayabharat Hospital,"524003",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,"18675","14.448612999890088","79.98441200001383",DR M SURESH,"8297391033","2",LOTUS HOSPITAL,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,NELLORE,"14.449190999565019","79.98481199957416",DR GANDLA SRINIVAS REDDY,"9440232639","2",Anasuya Institute Of Medical Sciences,"524002",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,15/274,"14.454069999730734","79.98498999968876",DR K VIJETHA,"8686506940","2",VIJETHA EYE HOSPITAL,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,"16-II/131, KASTURIDEVINAGAR, POGATHOTA, NELLORE","14.44995299963125","79.98510400044933",DrPANDITI MOHANA RAO,"8333814430","2",Ravi Institute Of Child Health Pvt Ltd Rich Hospitals Nellore,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,16-II-99,"14.449093000441678","79.9851869997803",DR LALITHA SIVA JYOTHI E,"9052455599","2",Modern Eye Hospital and Research Centre,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
,Paid,"16-2-686, GANDHINAGAR, NELLORE","14.452050000107477","79.98588899977756",SUDHA REGALLA,"9989999540","2",RAINBOW SUPER SPECIALITY HOSPITAL,"524001",NELLORE,ANDHRA PRADESH,Private PMJAY,,
